document,line,category,text
planner-132-actual.txt,261,S,"  ""reasoning"": ""<your read: what the auction is doing and why this plan — ≤200 words, decision-focused>"",
"
planner-132-actual.txt,262,S,"  ""bias"": {""direction"": ""long|short|neutral"", ""conviction"": ""high|medium|low"", ""flip_condition"": ""<explicit>""},
"
planner-132-actual.txt,263,S,"  ""levels"": [{""price"": <n>, ""label"": ""<PDH|ONH|nPOC…>"", ""grade"": ""A|B|C"", ""instruction"": ""<verb>""}],  // max 12, MUST include ≥3 below AND ≥3 above the current price
"
planner-132-actual.txt,264,S,"  ""scenarios"": [{""id"": ""S1"", ""trigger"": ""<setup>"", ""condition"": ""reclaim|hold|sweep_reclaim|reject|acceptance|breakout_retest|fvg_entry|breakdown_continue|breakup_continue"", ""direction"": ""long|short"", ""target_chain"": [<n>,…], ""invalid"": ""<line>"", ""quality"": ""A+|A|B|C"", ""chain_after"": ""<S# of the sweep_reclaim this fvg_entry follows, or omit>"", ""confirm"": {""rule"": ""touch|1x5m_close|2x5m_close|1m_mss|time_hold"", ""ref_price"": <n>, ""side"": ""above|below""}, ""confirm2"": {""rule"": ""<leg 2 rule>"", ""ref_price"": <n>, ""side"": ""above|below""} (OPTIONAL second trigger leg — a two-leg setup MUST carry both legs; the machine renders EVERY leg and a partial NEVER reads MET), ""fvg"": {""fvg_lo"": <n>, ""fvg_hi"": <n>, ""entry_mode"": ""edge|ce"", ""displacement_atr"": <n>, ""origin_level"": ""<label>"", ""direction"": ""long|short""}, ""breakdown"": {""level"": <n>, ""level_label"": ""<label>"", ""entry_mode"": ""pullback|immediate""} (REQUIRED iff condition==breakdown_continue|breakup_continue — author ONLY at a level whose MEASURED displacement in the block above is ≥ the stated floor; a level reading \""none — no break\"" or below the floor is REFUSED at write — see the WATERFALL PLAY rule), ""arm"": {""enabled"": true, ""entry"": <n>, ""stop"": <n>, ""target"": <n>, ""wait_confirm"": true, ""legs"": [{""entry"": <n>, ""stop"": <n>, ""target"": <n>, ""size"": 1, ""wait_confirm"": false, ""rule"": ""<rule>""}, …] (ONLY if condition is sweep_reclaim — the split contract, EXACTLY 2 legs; EVERY other condition arms SINGLE: omit legs)}}],  // 1..5 — confirm{} is REQUIRED per scenario; fvg{} REQUIRED iff condition==""fvg_entry"" (ce is COMPUTED, never written); breakdown{} REQUIRED iff waterfall-class; chain_after is OPTIONAL; arm{} is OPTIONAL and legal ONLY on fvg_entry|reject|breakdown_continue|breakup_continue (sweep_reclaim arms only via wait_confirm; breakout_retest|reclaim|hold|acceptance NEVER arm) — see the ARMED ORDERS + ENTRY LAW rules
"
planner-132-actual.txt,265,S,"  ""no_trade"": [""<your own sit-out conditions, or omit>""],
"
planner-132-actual.txt,266,S,"  ""death_condition"": ""<the single line that invalidates this whole plan>"",
"
planner-132-actual.txt,267,S,"  ""death"": {""price"": <level>, ""side"": ""below|above"", ""rule"": ""2x5m|5m_close""},
"
planner-132-actual.txt,268,S,"  ""flip"": {""price"": <level>, ""side"": ""below|above"", ""rule"": ""2x5m|5m_close"", ""flip_to"": ""long|short""},  // NOTE: death/flip rules use their OWN vocabulary (2x5m | 5m_close) — NEVER the confirm enum; do not move a token between the two
"
planner-132-actual.txt,269,S,"  ""day_type"": ""trend|balance|<optional>""
"
planner-132-actual.txt,270,S,"}
"
planner-132-actual.txt,271,I,"Rules: levels chosen ONLY from the ranked table above — plus the HTF zones section, where you MUST include at least ONE HTF zone row in your levels as a confluence reference, never as a standalone trigger; levels MUST be at least 3 points apart — near-duplicates are merged by the system; S/D & FVG are confluence, never standalone. Copy the EXACT label from the table row for the price you choose — never re-label a table level as a different anchor (a zone price relabeled 'PDH/PDL/PDC' is a phantom level and is REJECTED at write). Quality: A+ = highest-conviction setup, A = strong, B = workable, C = machine-demoted (trigger level consumed at write — G5) — use C honestly for a demoted setup, never as a default. The scenario MIX must follow the regime + day_type: a trend-down day gets breakdown/pullback-short plays, a trend-up day the reverse, balance days get two-sided plays — do NOT default to 2 longs + 1 rally-rejection short on every day. If price sits BELOW PDL the plan MUST include a SHORT-direction scenario (ANY legal condition — reject, breakdown_continue, acceptance, sweep_reclaim, hold, reclaim); ABOVE PDH, a LONG-direction scenario. Pick the condition the TAPE supports: if a breakdown level is listed as VOID above, author a different condition there. A1: your reasoning MUST open by naming the bias-tree branch you took (e.g. ""bias-tree: inside-day long LOW""), then argue from it. A2: an fvg_entry SHOULD chain after a sweep_reclaim (chain_after: S#) — bare gaps at non-A/B origins get a WARN at write, not a reject. A2b (machine grounding, 2026-08-27): author an fvg_entry scenario ONLY from the ## FRESH FVGs list above — copy its direction and lo–hi EXACTLY. If the list is empty, do NOT author any fvg_entry (invented/stale gaps are REJECTED at write). A2c (FVG demand, 2026-08-28): when ## FRESH FVGs is NON-empty and at least one candidate's direction agrees with your bias, you SHOULD author an fvg_entry from that candidate; if you decide not to, state the reason in ONE line in your reasoning (e.g. 'no fvg_entry: nearest fresh gap is 30pt away — outside my reach'). death.flip objects are MACHINE-EVALUATED — choose levels from your level list and a rule; they must match the prose lines. The flip and death MUST be DIFFERENT events: never the same level AND same rule for both (a flip at the same tick death fires is void). A short-biased plan's flip sits BELOW its death line or uses a stricter rule, so the flip can actually fire. Every scenario's confirm{} is MACHINE-EVALUATED the same way: rule + ref_price + side, and ref_price MUST equal a number written in that scenario's trigger/invalid prose. ENTRY LAW (per condition — the machine REJECTS violations by name): reject → touch ONLY (fade_requires_touch) with a structure stop ≥2 ticks beyond the level · fvg_entry → touch ONLY, entry price inside the FVG edge..CE band · sweep_reclaim → leg-1 touch at the sweep ref, leg-2 1m_mss (1x5m_close accepted as the leg-2 alternative) · reclaim → 1x5m_close or 1m_mss, never 2x5m_close · breakout_retest → touch at the retest + stop-entry fallback, 1x5m_close legal for the break leg · acceptance/hold → time_hold (price holds beyond ref for ACCEPT_HOLD_MIN minutes of 1m closes) with 1x5m_close as fallback · breakdown/breakup_continue → 1 confirming close + displacement ≥ BD_MIN_DISP_ATR×ATR5m (BD_MIN_CLOSES=1) or stop-entry — 2x5m_close is legal ONLY here (everywhere else: 2x5m_reserved). Default confirm = 1x5m_close (single close). target_chain is GUIDANCE for the executor AI (which sets the actual take_profit) — it is validated for reachability at write time but never enforced at execution (D2 ruling). ARM SPLIT vs ARM SINGLE (class 38 — the validator refuses every other shape): legs[] are the sweep_reclaim SPLIT contract and nothing else — EXACTLY 2 legs, confirm=touch at the sweep ref, leg 1 rests there (wait_confirm false) and leg 2 chains (wait_confirm true) on confirm2 = 1m_mss or 1x5m_close with leg 2's rule EQUAL to confirm2.rule, and the top-level entry/stop/target mirror leg 1. EVERY other condition — breakdown_continue, breakup_continue, reject, fvg_entry — must arm SINGLE: arm{} with wait_confirm:true and no legs. A breakdown/breakup arm additionally needs breakdown{} with entry_mode=pullback. ARMED ORDERS (the resting order IS the fast path — prefer it over a 2-minute debate at the touch). ARMS FOLLOW THE BIAS: with the decision path closed, a RESTING ORDER IS THE ONLY WAY INTO THE MARKET — a scenario with no arm cannot trade, however well argued. Every scenario in the plan's bias direction that has a concrete trigger price MUST carry an arm. A long plan with no long arm is invalid; a short plan with no short arm is invalid, for the same reason and in the same words. If you cannot arm your own bias direction, say so in reasoning and state a NEUTRAL bias rather than arguing for a direction you have left no way to take. WHICH CONDITIONS CAN BE ARMED — ARMABLE + LIVE (these are the only conditions an arm can rest on): breakdown_continue→limit · breakup_continue→limit · reclaim→stop_entry · reject→limit · sweep_reclaim→limit. armable but SHADOWED — do not arm these: fvg_entry. NOT armable at all: acceptance, breakout_retest, hold. ENTRY TYPE FOLLOWS THE CONDITION (the machine derives it and REFUSES a contradiction): a play that rests AT a price is a limit (reject→limit, fvg_entry→limit, sweep_reclaim→limit); a play that is only valid once price travels BEYOND its trigger is a stop entry (reclaim→stop_entry — a BUY STOP above the reclaim level for a long, a SELL STOP below it for a short). A waterfall (breakup_continue→limit / breakdown_continue→limit) rests as a PULLBACK limit AT the broken level and chains on confirm leg 1 — do not author a stop entry for it. Every armed scenario at quality A or B SHOULD carry arm{} — enabled:true + EXACT entry/stop/target (breakout_retest stays a normal AI play: the machine never arms it — GAR-F4). A setup the planner believes in gets a resting order, not a mid-touch argument. Long: stop < entry < target. Short: target < entry < stop. CHAINED ARMS: when a sweep_reclaim you believe in confirms, its RETRACE entry should already be resting — author that retrace as its own arm with wait_confirm:true, or add wait_confirm:true to the sweep scenario's arm: the system holds the arm dormant until the scenario's confirm{} is machine-MET, then places it (the sweep fast path). NEVER arm acceptance or a raw sweep WITHOUT the wait_confirm chain. Keep targets REAL: a planned R:R above ~6 is a fantasy target and gets WARN-flagged at write. The system places arms within a tick band, manages them tick-level, and cancels on veto/dormant/session-end. FEASIBILITY CONTRACT: an arm{} MUST be gate-feasible or it is REFUSED every cycle and learns nothing — R:R = |target−entry| ÷ |stop−entry| must be ≥ 2.0 (ARM_MIN_RR) AND the stop distance must be ≥ 1.0× the current 5m ATR (the facts list the session ATR5m — cite the live value; a 10-point stop when ATR5m is ~16 is an instant refuse). If your setup cannot meet BOTH, OMIT arm{} and let the AI path take it. WATERFALL ARMS (F1): a breakdown_continue / breakup_continue at quality A or B SHOULD carry arm{} with wait_confirm:true + entry_mode=pullback — the resting limit sits AT the broken level and chains on confirm leg 1, so the pullback-that-fails FILLS it (immediate-mode waterfall plays stay on the AI path). Condition×session guidance (week evidence): reject-based setups are best in NY RTH (75% win, +665 this week); acceptance needs a clear displacement or skip (0% win this week); sweep_reclaim requires the reclaim CLOSE on the decision TF, never the wick alone (0% win this week). WATERFALL PLAY (F1): author breakdown_continue|breakup_continue when the tape shows one-sided delivery, a >1.2×ATR gap-and-go, or a waterfall after a failed rally — the momentum-follow class. breakdown{} = broken level + entry_mode; confirm = leg 1 (breakdown), confirm2 = leg 2 (failed retest). entry_mode=immediate is AI-path ONLY (no arm; the machine rejects immediate arms): the market entry fires on the CONFIRMING close (BD_MIN_CLOSES, default 1) and runs the FULL gate chain (min-SL ≥ 1.0×ATR5m, R:R ≥ min_risk_reward_ratio, min-conf, HTF veto) — CHOOSE immediate for no-retest waterfalls (one-sided delivery, displacement EXPANDING, price running away from the level): SL beyond the pullback extreme, target at the next liquidity pool. entry_mode=pullback is the ARM path (resting limit AT the broken level, chains on leg 1 — the pullback-that-fails FILLS it) — CHOOSE pullback when a retest is likely. NOISE FILTER (≤5): at most 5 of your included level rows may be line-levels clustered within 3 points of each other — keep the strongest of any such cluster, never a crowd. FVG ENTRY (fvg_entry): author when displacement off a Tier-1 level (VWAP/POC/PDH/PDL/ON/IB/fresh S/D) leaves a FRESH gap toward the trade direction · prefer the FIRST retrace (the freshness ladder applies to the gap as a zone) · entry_mode=ce for gaps > 20pts, edge for tighter · SL beyond the DISTAL edge · targets chain to the next liquidity (EQH/EQL, ON, PDH/PDL). Citations: NQ gap sweet spot 20–80pts; 1h+ fill ~70–80%; displacement floor per MSS research. no_trade: the machine enforces the session windows and T1 blackouts regardless; do not list them — no_trade is for your OWN sit-out conditions, or omit it. A T2 caution event is NEVER added to no_trade and never stops entries. Respect the no-trade windows. If you cannot form a credible plan, say so in reasoning and output a neutral/no-trade plan. Candles are ground truth for structure; ranked levels and tags are summaries. On conflict, trust the candles and say so in the scenario rationale. Weekly guidance (soft law): counter-weekly scenarios are allowed but must state their justification (an HTF level or a sweep-reclaim of the draw); target chains toward the draw are preferred. The weekly bias never gates your plan.
"
planner-132-actual.txt,272,F,"
"
planner-132-actual.txt,273,F,"
"
planner-132-actual.txt,274,I,"## CORRECTIONS FROM THIS READ (repeated — these override the rules above)
"
planner-132-actual.txt,275,I,"  1. S1 breakdown_continue: the tape shows NO confirming close beyond 29481.50 yet (1 confirming close(s) needed — BD_MIN_CLOSES, displacement + reclaim-check unchanged) — author it only after the displacement exists (or set entry_mode=immediate and accept the confirming-close trigger)
"
planner-132-actual.txt,276,I,"  2. S1 arm requires entry_mode=pullback (immediate-mode entries are AI-path only)
"
planner-132-actual.txt,277,I,"Fix ALL of the above; keep the rest structurally identical.
"
planner-132-actual.txt,278,I,"Valid conditions: [acceptance, breakdown_continue, breakup_continue, hold, reclaim, reject, sweep_reclaim] (use exactly ONE token from this list; do NOT combine condition names)."
planner-132-current-contract-replay.txt,1,I,"## CORRECTIONS FROM THIS READ — read these FIRST
"
planner-132-current-contract-replay.txt,2,I,"The standing rules below still apply EXCEPT where this correction overrides them.
"
planner-132-current-contract-replay.txt,3,I,"This read has already been rejected 2 times, for 2 DISTINCT defects. Avoid ALL of them, not only the last:
"
planner-132-current-contract-replay.txt,4,I,"  1. S1 breakdown_continue: the tape shows NO confirming close beyond 29481.50 yet (1 confirming close(s) needed — BD_MIN_CLOSES, displacement + reclaim-check unchanged) — author it only after the displacement exists (or set entry_mode=immediate and accept the confirming-close trigger)
"
planner-132-current-contract-replay.txt,5,I,"  2. S1 arm requires entry_mode=pullback (immediate-mode entries are AI-path only)
"
planner-132-current-contract-replay.txt,6,I,"
"
planner-132-current-contract-replay.txt,7,I,"Valid conditions: [acceptance, breakdown_continue, breakup_continue, hold, reclaim, reject, sweep_reclaim] (use exactly ONE token from this list; do NOT combine condition names).
"
planner-132-current-contract-replay.txt,8,I,"
"
planner-132-current-contract-replay.txt,9,I,"# DAY-PLAN READER — CME MNQ futures
"
planner-132-current-contract-replay.txt,10,I,"You are a disciplined pro reading the market ONCE, carefully. Write ONE structured day plan for this session. Facts below are Go-computed; your job is JUDGMENT, not re-deriving the map.
"
planner-132-current-contract-replay.txt,11,F,"
"
planner-132-current-contract-replay.txt,12,F,"## Session
"
planner-132-current-contract-replay.txt,13,F,"trade_date 2026-09-04 · session NY · NY scheduled read (stored+cached data) · price 29503.75 · dATR 510.0
"
planner-132-current-contract-replay.txt,14,F,clock 10:28 CT (15:28 UTC)
planner-132-current-contract-replay.txt,14,I," — EVERY time in this prompt is CT (America/Chicago): session windows, read/flat times and the lunch no-trade (12:00–13:30 CT) are CT wall-clock. Never apply these numbers to a UTC clock.
"
planner-132-current-contract-replay.txt,15,F,⚡ FAST TAPE — price has moved 89.0 pts (2.4×ATR5m) since the last plan write.
planner-132-current-contract-replay.txt,15,I," Write the SHORTEST valid plan you can: fewer scenarios, tight prose. A fast market does not reward long deliberation.
"
planner-132-current-contract-replay.txt,16,F,"
"
planner-132-current-contract-replay.txt,17,F,"## Regime
"
planner-132-current-contract-replay.txt,18,F,"REGIME: trend D=up 1h=up · ATR14=455.8 (NORMAL p42) · RV=101%-of-normal · VIX=n/a · exp-range≈456pts · o/n-gap=+0.06×ATR
"
planner-132-current-contract-replay.txt,19,F,"
"
planner-132-current-contract-replay.txt,20,F,"## Candles (oldest→latest)
"
planner-132-current-contract-replay.txt,21,F,"### 15m (last 12)
"
planner-132-current-contract-replay.txt,22,F,"Time(CT)       Open      High      Low       Close     Volume
"
planner-132-current-contract-replay.txt,23,F,"09-04 07:30    29676.2500 29720.0000 29532.5000 29556.7500 67174.00    
"
planner-132-current-contract-replay.txt,24,F,"09-04 07:45    29557.2500 29557.7500 29502.0000 29546.5000 43401.00    
"
planner-132-current-contract-replay.txt,25,F,"09-04 08:00    29546.5000 29556.7500 29523.0000 29548.7500 26654.00    
"
planner-132-current-contract-replay.txt,26,F,"09-04 08:15    29548.5000 29591.7500 29547.0000 29588.2500 26919.00    
"
planner-132-current-contract-replay.txt,27,F,"09-04 08:30    29588.5000 29645.2500 29553.7500 29616.5000 142346.00   
"
planner-132-current-contract-replay.txt,28,F,"09-04 08:45    29615.7500 29692.0000 29577.5000 29691.2500 102308.00   
"
planner-132-current-contract-replay.txt,29,F,"09-04 09:00    29691.0000 29691.2500 29594.0000 29648.2500 98561.00    
"
planner-132-current-contract-replay.txt,30,F,"09-04 09:15    29648.2500 29649.7500 29564.0000 29595.7500 94209.00    
"
planner-132-current-contract-replay.txt,31,F,"09-04 09:30    29596.0000 29598.2500 29530.0000 29533.5000 80350.00    
"
planner-132-current-contract-replay.txt,32,F,"09-04 09:45    29533.0000 29544.2500 29498.5000 29520.7500 72899.00    
"
planner-132-current-contract-replay.txt,33,F,"09-04 10:00    29520.5000 29541.0000 29491.0000 29540.2500 62376.00    
"
planner-132-current-contract-replay.txt,34,F,"09-04 10:15    29541.0000 29543.5000 29483.2500 29503.7500 57097.00      <- current
"
planner-132-current-contract-replay.txt,35,F,"
"
planner-132-current-contract-replay.txt,36,F,"### 1h (last 12)
"
planner-132-current-contract-replay.txt,37,F,"Time(CT)       Open      High      Low       Close     Volume
"
planner-132-current-contract-replay.txt,38,F,"09-03 23:00    29571.0000 29601.0000 29556.2500 29597.2500 28301.00    
"
planner-132-current-contract-replay.txt,39,F,"09-04 00:00    29597.7500 29643.5000 29591.5000 29619.5000 38372.00    
"
planner-132-current-contract-replay.txt,40,F,"09-04 01:00    29620.0000 29644.2500 29573.7500 29576.0000 41498.00    
"
planner-132-current-contract-replay.txt,41,F,"09-04 02:00    29577.2500 29658.7500 29575.0000 29653.0000 35334.00    
"
planner-132-current-contract-replay.txt,42,F,"09-04 03:00    29653.7500 29673.0000 29634.7500 29658.5000 35616.00    
"
planner-132-current-contract-replay.txt,43,F,"09-04 04:00    29657.5000 29661.7500 29616.2500 29657.2500 24346.00    
"
planner-132-current-contract-replay.txt,44,F,"09-04 05:00    29656.7500 29698.5000 29654.2500 29681.0000 22374.00    
"
planner-132-current-contract-replay.txt,45,F,"09-04 06:00    29681.2500 29689.5000 29650.5000 29681.7500 26038.00    
"
planner-132-current-contract-replay.txt,46,F,"09-04 07:00    29682.2500 29720.0000 29502.0000 29546.5000 143899.00   
"
planner-132-current-contract-replay.txt,47,F,"09-04 08:00    29546.5000 29692.0000 29523.0000 29691.2500 298227.00   
"
planner-132-current-contract-replay.txt,48,F,"09-04 09:00    29691.0000 29691.2500 29498.5000 29520.7500 346019.00   
"
planner-132-current-contract-replay.txt,49,F,"09-04 10:00    29520.5000 29543.5000 29483.2500 29503.7500 119473.00     <- current
"
planner-132-current-contract-replay.txt,50,F,"
"
planner-132-current-contract-replay.txt,51,F,"### 4h (last 8)
"
planner-132-current-contract-replay.txt,52,F,"Time(CT)       Open      High      Low       Close     Volume
"
planner-132-current-contract-replay.txt,53,F,"09-03 03:00    29219.7500 29293.0000 29101.7500 29105.2500 178695.00   
"
planner-132-current-contract-replay.txt,54,F,"09-03 07:00    29105.2500 29543.7500 29104.0000 29538.2500 1149263.00  
"
planner-132-current-contract-replay.txt,55,F,"09-03 11:00    29538.7500 29585.0000 29476.0000 29531.0000 502432.00   
"
planner-132-current-contract-replay.txt,56,F,"09-03 15:00    29530.5000 29536.2500 29481.5000 29504.5000 70288.00    
"
planner-132-current-contract-replay.txt,57,F,"09-03 19:00    29503.7500 29579.5000 29491.0000 29570.2500 121352.00   
"
planner-132-current-contract-replay.txt,58,F,"09-03 23:00    29571.0000 29658.7500 29556.2500 29653.0000 143505.00   
"
planner-132-current-contract-replay.txt,59,F,"09-04 03:00    29653.7500 29698.5000 29616.2500 29681.7500 108374.00   
"
planner-132-current-contract-replay.txt,60,F,"09-04 07:00    29682.2500 29720.0000 29483.2500 29503.7500 907618.00     <- current
"
planner-132-current-contract-replay.txt,61,F,"
"
planner-132-current-contract-replay.txt,62,F,"### daily session candles (last 8)
"
planner-132-current-contract-replay.txt,63,F,"Time(CT)       Open      High      Low       Close     Volume
"
planner-132-current-contract-replay.txt,64,F,"09-02 22:11    29198.5000 29585.0000 29075.0000 29502.7500 2113311.00  
"
planner-132-current-contract-replay.txt,65,F,"09-03 17:00    29500.0000 29720.0000 29481.5000 29503.7500 1318615.00    <- current
"
planner-132-current-contract-replay.txt,66,F,"
"
planner-132-current-contract-replay.txt,67,F,"
"
planner-132-current-contract-replay.txt,68,F,"## Weekly Context
"
planner-132-current-contract-replay.txt,69,F,"WEEKLY: refs only — PWH 29811.75 · PWL 28927.25
"
planner-132-current-contract-replay.txt,70,F,"
"
planner-132-current-contract-replay.txt,71,F,"## Indicators (executor mirror — your ai_config toggles, computed values)
"
planner-132-current-contract-replay.txt,72,F,"### 1h
"
planner-132-current-contract-replay.txt,73,F,"EMA50: [29264.2964, 29273.6475, 29282.8574, 29291.5492, 29300.9101, 29310.5901, 29320.5571, 29330.3490, 29340.8157, 29351.7445, 29360.5388, 29372.0079, 29383.2429, 29393.9883, 29405.2436, 29416.0870, 29421.2012, 29431.7914, 29435.2800, 29437.9651]
"
planner-132-current-contract-replay.txt,74,F,"EMA200: [29331.2711, 29332.9773, 29334.7238, 29336.4131, 29338.3419, 29340.4255, 29342.6576, 29344.9222, 29347.4329, 29350.1401, 29352.3874, 29355.3786, 29358.3947, 29361.3684, 29364.5488, 29367.7051, 29369.4841, 29372.6858, 29374.1590, 29375.4485]
"
planner-132-current-contract-replay.txt,75,F,"RSI14: [69.8168, 66.5953, 66.9298, 66.4315, 68.0791, 69.1861, 70.2648, 70.6231, 72.3825, 73.7764, 66.6899, 71.8452, 72.1764, 71.9692, 73.5246, 73.5745, 53.8692, 64.7504, 49.8383, 48.6356]
"
planner-132-current-contract-replay.txt,76,F,"ATR14: 84.3005
"
planner-132-current-contract-replay.txt,77,F,"### 4h
"
planner-132-current-contract-replay.txt,78,F,"EMA50: [29453.4690, 29441.1859, 29429.3355, 29415.4302, 29401.9427, 29385.1312, 29372.4790, 29364.1269, 29355.4553, 29346.8982, 29340.6963, 29332.7082, 29332.6902, 29340.9573, 29347.3021, 29355.1628, 29365.5290, 29376.9690, 29389.2938, 29393.7822]
"
planner-132-current-contract-replay.txt,79,F,"EMA200: [29229.2092, 29228.3240, 29227.4352, 29225.9160, 29224.3795, 29221.8807, 29220.2948, 29219.6899, 29218.9268, 29218.1141, 29217.8219, 29217.0177, 29218.1643, 29221.4015, 29224.2010, 29227.4204, 29231.3217, 29235.5598, 29240.0940, 29242.7174]
"
planner-132-current-contract-replay.txt,80,F,"RSI14: [35.9581, 37.8289, 37.7861, 35.5612, 35.4475, 32.1055, 37.8387, 43.4298, 42.7258, 42.4675, 45.6380, 43.0695, 53.6651, 61.9224, 59.7118, 61.3526, 63.8785, 65.1685, 66.3345, 55.3332]
"
planner-132-current-contract-replay.txt,81,F,"ATR14: 164.5878
"
planner-132-current-contract-replay.txt,82,F,"### 1d
"
planner-132-current-contract-replay.txt,83,F,"EMA50: [29178.1025, 29195.6671, 29221.4547, 29259.3780, 29293.9809, 29325.4326, 29335.6509, 29342.5960, 29340.9452, 29342.7806, 29333.4853, 29331.2604, 29329.6227, 29343.9807, 29349.7756, 29356.1765, 29347.1304, 29340.8213, 29348.0342, 29354.1407]
"
planner-132-current-contract-replay.txt,84,F,"EMA200: [27218.0028, 27241.9630, 27267.9459, 27297.0062, 27325.3121, 27352.8811, 27375.1012, 27396.3713, 27415.3179, 27434.9441, 27451.5690, 27469.7300, 27487.8372, 27509.8065, 27529.5273, 27549.2633, 27564.9473, 27581.0797, 27600.4197, 27619.3583]
"
planner-132-current-contract-replay.txt,85,F,"RSI14: [55.5064, 54.2614, 56.4168, 59.4525, 58.8371, 58.2021, 51.5264, 50.6282, 48.0163, 49.1770, 45.6307, 48.0759, 48.2627, 53.9488, 50.9223, 51.2292, 45.6258, 46.6118, 51.8506, 51.5129]
"
planner-132-current-contract-replay.txt,86,F,"ATR14: 455.8262
"
planner-132-current-contract-replay.txt,87,F,"### 15m
"
planner-132-current-contract-replay.txt,88,F,"EMA50: [29587.0399, 29590.7246, 29593.4315, 29596.1694, 29599.1236, 29602.3638, 29603.9378, 29606.8422, 29604.8778, 29602.5885, 29600.4772, 29599.9977, 29600.6448, 29604.1980, 29605.9255, 29605.5265, 29602.7019, 29599.4881, 29597.1650, 29593.5017]
"
planner-132-current-contract-replay.txt,89,F,"EMA200: [29308.1125, 29311.8229, 29315.2848, 29318.7472, 29322.2572, 29325.8342, 29328.9851, 29332.4579, 29334.6896, 29336.7972, 29338.9062, 29341.3872, 29344.1247, 29347.5787, 29350.5704, 29353.0100, 29354.8059, 29356.4571, 29358.2859, 29359.7333]
"
planner-132-current-contract-replay.txt,90,F,"RSI14: [65.9239, 66.1879, 57.9667, 58.8728, 61.0066, 63.5377, 50.1210, 58.6299, 36.0252, 34.8036, 35.3220, 43.7753, 48.9175, 59.4781, 52.7254, 45.8770, 39.3504, 38.1532, 41.1045, 37.4975]
"
planner-132-current-contract-replay.txt,91,F,"ATR14: 55.8040
"
planner-132-current-contract-replay.txt,92,F,"### 3m
"
planner-132-current-contract-replay.txt,93,F,"EMA50: [29616.4176, 29614.6561, 29613.2382, 29611.6505, 29608.5857, 29605.6510, 29602.4294, 29599.2165, 29595.3452, 29592.4199, 29589.2172, 29586.1597, 29583.8005, 29581.4848, 29579.8677, 29577.4905, 29574.2752, 29571.4213, 29568.6401, 29566.0954]
"
planner-132-current-contract-replay.txt,94,F,"EMA200: [29629.8439, 29629.2633, 29628.7582, 29628.2009, 29627.2586, 29626.3282, 29625.3050, 29624.2622, 29623.0307, 29622.0130, 29620.9059, 29619.8148, 29618.8813, 29617.9447, 29617.1716, 29616.1973, 29614.9963, 29613.8670, 29612.7390, 29611.6545]
"
planner-132-current-contract-replay.txt,95,F,"RSI14: [42.1821, 41.3228, 43.0713, 41.9651, 35.3004, 35.3708, 33.7493, 33.2685, 30.1819, 36.5961, 34.8914, 35.0543, 39.8365, 39.5706, 44.5164, 39.7675, 35.1948, 37.1606, 36.9594, 38.1320]
"
planner-132-current-contract-replay.txt,96,F,"ATR14: 27.3621
"
planner-132-current-contract-replay.txt,97,F,"### 5m
"
planner-132-current-contract-replay.txt,98,F,"EMA50: [29620.3601, 29623.1401, 29624.9189, 29625.6770, 29626.5622, 29625.5696, 29624.4100, 29623.2861, 29620.7650, 29619.4801, 29616.1084, 29611.9865, 29608.2517, 29604.8203, 29601.3469, 29598.3921, 29596.1121, 29592.3920, 29588.8766, 29585.5383]
"
planner-132-current-contract-replay.txt,99,F,"EMA200: [29587.2895, 29588.3239, 29589.1217, 29589.6702, 29590.2531, 29590.3625, 29590.4186, 29590.4717, 29590.1585, 29590.1371, 29589.5735, 29588.7917, 29588.0748, 29587.4049, 29586.6969, 29586.0930, 29585.6368, 29584.7972, 29583.9808, 29583.1825]
"
planner-132-current-contract-replay.txt,100,F,"RSI14: [61.6319, 66.6102, 60.5043, 54.7437, 55.4964, 45.8478, 44.9085, 44.8614, 38.4700, 45.1151, 37.0229, 34.2885, 35.5976, 36.5446, 35.9050, 38.4200, 42.0021, 35.8549, 36.2414, 36.5160]
"
planner-132-current-contract-replay.txt,101,F,"ATR14: 36.3706
"
planner-132-current-contract-replay.txt,102,F,"
"
planner-132-current-contract-replay.txt,103,I,"## VOID breakdown levels (a close came back across since the break, THIS session day — the write-site validator REFUSES a waterfall play at these)
"
planner-132-current-contract-replay.txt,104,F,- CHOP (broken and reclaimed both ways this session): 29533.94 · 29553.75 · 29585.00 · 29597.25 · 29601.00 · 29635.00 (6 of 12 seated)
planner-132-current-contract-replay.txt,104,I," — waterfall plays at these will be refused; prefer touch/fade plays there.
"
planner-132-current-contract-replay.txt,105,I,"- do NOT author breakdown_continue or breakup_continue at these prices. Any other condition is legal there.
"
planner-132-current-contract-replay.txt,106,F,"
"
planner-132-current-contract-replay.txt,107,F,"## Minimum stop distance this cycle
"
planner-132-current-contract-replay.txt,108,F,"54.6 pts (1.5×ATR5m 36.37, resolved)."
planner-132-current-contract-replay.txt,108,I," Stops tighter than this are WIDENED by the executor before the R:R gate sees them — author stops AND targets consistent with it, or your R:R will not survive the widening.
"
planner-132-current-contract-replay.txt,109,F,"
"
planner-132-current-contract-replay.txt,110,F,"## Waterfall displacement floor this cycle
"
planner-132-current-contract-replay.txt,111,F,"36.4 pts (1.0×ATR5m 36.37, resolved)."
