ts_ct,path,session,scenario,leg,knob,knob_value,numbers,entry_px,stop_px,target_px,cf_touched,cf_outcome,cf_pts,cf_usd,cf_time_ct,cf_horizon_session_flat,cf_outcome_cme,cf_pts_cme,cf_usd_cme,cf_time_cme,cf_horizon_cme_day,cf_fill_ct,decision_cycle,evidence_cmd
2026-09-03 02:24:41,decision,LONDON,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=32.8 pts vs 1.5x ATR5m 22.4 = 33.6; R:R 2.08 PASSED first,29207.25,29240.0,29139.0,yes(market),STOP,-32.75,-65.5,2026-09-03 02:41,2026-09-03 08:30,STOP,-32.75,-65.5,2026-09-03 02:41,2026-09-03 17:00,2026-09-03 02:24,26947,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 02:34:25,decision,LONDON,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=25.0 pts vs 1.5x ATR5m 22.4 = 33.6; R:R 2.64 PASSED first,29205.0,29230.0,29139.0,yes(market),STOP,-25.0,-50.0,2026-09-03 02:40,2026-09-03 08:30,STOP,-25.0,-50.0,2026-09-03 02:40,2026-09-03 17:00,2026-09-03 02:34,26952,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 02:35:28,decision,LONDON,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=33.0 pts vs 1.5x ATR5m 22.4 = 33.6; R:R 2.0 PASSED first,29205.0,29238.0,29139.0,yes(market),STOP,-33.0,-66.0,2026-09-03 02:41,2026-09-03 08:30,STOP,-33.0,-66.0,2026-09-03 02:41,2026-09-03 17:00,2026-09-03 02:35,26952,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 08:18:54,arm,LONDON,S1,rr (armGateVerdictFor),min_risk_reward_ratio,2.00 (EXPLICIT saved value: strategies.a5b7662e config.ai_config.risk_control.min_risk_reward_ratio=2 ; confirmed live by the boot line 'armed_orders=on ... arm_rr=2.0 (gate-at-arm only; market-entry floor 2.0 unchanged)'),"R:R 1.68 (recomputed 1.678) < 2.00 ; entry 29219.97 composed stop 29264.94 target 29144.5 ; stop composition: atr_floor 29264.94 (1.5xATR5m 29.98), authored 29255.00 WIDENED, bound=atr_floor",29219.97,29264.94,29144.5,yes,FLAT_AT_HORIZON,-28.78,-57.56,2026-09-03 08:29,2026-09-03 08:30,STOP,-44.97,-89.94,2026-09-03 08:30,2026-09-03 17:00,2026-09-03 08:18,,"grep -n ""arm REFUSED"" nofx_2026-09-02.log nofx_2026-09-03.log ; grep ""arm stop <SESS> <SC> leg 1"" for the COMPOSED stop ; sqlite3 ""SELECT doc FROM plans WHERE plan_id=<pid> AND version=<v>"" for arm entry/target"
2026-09-03 08:30:54,arm,NY,S1,rr (armGateVerdictFor),min_risk_reward_ratio,2.00 (EXPLICIT saved value: strategies.a5b7662e config.ai_config.risk_control.min_risk_reward_ratio=2 ; confirmed live by the boot line 'armed_orders=on ... arm_rr=2.0 (gate-at-arm only; market-entry floor 2.0 unchanged)'),"R:R 1.68 (recomputed 1.677) < 2.00 ; entry 29259.67 composed stop 29307.93 target 29178.73 ; stop composition: atr_floor 29307.93 (1.5xATR5m 32.17), authored 29289.00 WIDENED, bound=atr_floor",29259.67,29307.93,29178.73,yes,STOP,-48.26,-96.52,2026-09-03 08:39,2026-09-03 14:45,STOP,-48.26,-96.52,2026-09-03 08:39,2026-09-03 17:00,2026-09-03 08:30,,"grep -n ""arm REFUSED"" nofx_2026-09-02.log nofx_2026-09-03.log ; grep ""arm stop <SESS> <SC> leg 1"" for the COMPOSED stop ; sqlite3 ""SELECT doc FROM plans WHERE plan_id=<pid> AND version=<v>"" for arm entry/target"
2026-09-03 08:34:34,decision,NY,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=20.0 pts vs 1.5x ATR5m 31.5 = 47.25; R:R 2.48 PASSED first,29228.25,29248.25,29178.75,yes(market),STOP,-20.0,-40.0,2026-09-03 08:35,2026-09-03 14:45,STOP,-20.0,-40.0,2026-09-03 08:35,2026-09-03 17:00,2026-09-03 08:34,27132,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 11:48:22,decision,NY,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=42.8 pts vs 1.5x ATR5m 30.7 = 46.05; R:R 2.0 PASSED first,29525.0,29482.25,29610.5,yes(market),STOP,-42.75,-85.5,2026-09-03 12:20,2026-09-03 14:45,STOP,-42.75,-85.5,2026-09-03 12:20,2026-09-03 17:00,2026-09-03 11:48,27229,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 19:10:58,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=14.5 pts vs 1.5x ATR5m 10.7 = 16.05; R:R 2.1 PASSED first,29509.75,29524.25,29479.25,yes(market),STOP,-14.5,-29.0,2026-09-03 19:20,2026-09-04 02:00,STOP,-14.5,-29.0,2026-09-03 19:20,2026-09-04 17:00,2026-09-03 19:10,27340,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 19:15:17,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=15.5 pts vs 1.5x ATR5m 10.7 = 16.05; R:R 2.06 PASSED first,29512.0,29527.5,29480.0,yes(market),STOP,-15.5,-31.0,2026-09-03 19:22,2026-09-04 02:00,STOP,-15.5,-31.0,2026-09-03 19:22,2026-09-04 17:00,2026-09-03 19:15,27342,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:35:06,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29541.25,29561.5,29500.75,yes(market),STOP,-20.25,-40.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-20.25,-40.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 20:35,27382,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:37:19,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=16.0 pts vs 1.5x ATR5m 11.1 = 16.65; R:R 2.48 PASSED first,29539.0,29555.0,29499.25,yes(market),STOP,-16.0,-32.0,2026-09-03 21:24,2026-09-04 02:00,STOP,-16.0,-32.0,2026-09-03 21:24,2026-09-04 17:00,2026-09-03 20:37,27383,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:37:51,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29539.0,29560.0,29496.75,yes(market),STOP,-21.0,-42.0,2026-09-03 21:30,2026-09-04 02:00,STOP,-21.0,-42.0,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 20:37,27383,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:39:40,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29540.25,29560.0,29500.0,yes(market),STOP,-19.75,-39.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-19.75,-39.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 20:39,27384,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:40:45,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=16.2 pts vs 1.5x ATR5m 11.2 = 16.8; R:R 2.11 PASSED first,29538.25,29554.5,29504.0,yes(market),STOP,-16.25,-32.5,2026-09-03 21:23,2026-09-04 02:00,STOP,-16.25,-32.5,2026-09-03 21:23,2026-09-04 17:00,2026-09-03 20:40,27385,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:41:43,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=16.0 pts vs 1.5x ATR5m 11.2 = 16.8; R:R 2.0 PASSED first,29538.25,29554.25,29506.25,yes(market),STOP,-16.0,-32.0,2026-09-03 21:23,2026-09-04 02:00,STOP,-16.0,-32.0,2026-09-03 21:23,2026-09-04 17:00,2026-09-03 20:41,27385,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:42:27,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29538.25,29560.0,29481.5,yes(market),STOP,-21.75,-43.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-21.75,-43.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 20:42,27385,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:43:12,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=9.2 pts vs 1.5x ATR5m 11.2 = 16.8; R:R 2.54 PASSED first,29541.0,29550.25,29517.5,yes(market),STOP,-9.25,-18.5,2026-09-03 21:12,2026-09-04 02:00,STOP,-9.25,-18.5,2026-09-03 21:12,2026-09-04 17:00,2026-09-03 20:43,27386,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:43:53,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29541.0,29560.0,29499.0,yes(market),STOP,-19.0,-38.0,2026-09-03 21:30,2026-09-04 02:00,STOP,-19.0,-38.0,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 20:43,27386,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:49:04,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29538.25,29556.0,29499.25,yes(market),STOP,-17.75,-35.5,2026-09-03 21:24,2026-09-04 02:00,STOP,-17.75,-35.5,2026-09-03 21:24,2026-09-04 17:00,2026-09-03 20:49,27388,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:51:30,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=17.2 pts vs 1.5x ATR5m 11.6 = 17.4; R:R 2.0 PASSED first,29532.25,29549.5,29497.75,yes(market),STOP,-17.25,-34.5,2026-09-03 21:11,2026-09-04 02:00,STOP,-17.25,-34.5,2026-09-03 21:11,2026-09-04 17:00,2026-09-03 20:51,27389,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:52:05,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29532.25,29550.0,29496.0,yes(market),STOP,-17.75,-35.5,2026-09-03 21:11,2026-09-04 02:00,STOP,-17.75,-35.5,2026-09-03 21:11,2026-09-04 17:00,2026-09-03 20:52,27389,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:54:28,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29531.5,29550.0,29490.0,yes(market),STOP,-18.5,-37.0,2026-09-03 21:11,2026-09-04 02:00,STOP,-18.5,-37.0,2026-09-03 21:11,2026-09-04 17:00,2026-09-03 20:54,27391,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 20:57:31,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=17.2 pts vs 1.5x ATR5m 11.8 = 17.7; R:R 2.07 PASSED first,29535.0,29552.25,29499.25,yes(market),STOP,-17.25,-34.5,2026-09-03 21:12,2026-09-04 02:00,STOP,-17.25,-34.5,2026-09-03 21:12,2026-09-04 17:00,2026-09-03 20:57,27393,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 20:58:56,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29535.0,29556.0,29490.0,yes(market),STOP,-21.0,-42.0,2026-09-03 21:24,2026-09-04 02:00,STOP,-21.0,-42.0,2026-09-03 21:24,2026-09-04 17:00,2026-09-03 20:58,27393,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 21:03:22,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29540.0,29560.0,29500.0,yes(market),STOP,-20.0,-40.0,2026-09-03 21:30,2026-09-04 02:00,STOP,-20.0,-40.0,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 21:03,27396,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 21:06:44,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29539.75,29560.0,29499.25,yes(market),STOP,-20.25,-40.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-20.25,-40.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 21:06,27397,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 21:08:02,decision,ASIA,,min_sl (validateDecision A3),MIN_SL_ATR_MULT,1.5 (READ from the boot line 'min-sl guard: atr_mult=1.5 level_clearance=2tick(s)' ; raised at the 09-02 07:49:06 CT boot rev 4175e0b62de7 ; env MIN_SL_ATR_MULT unset),dist=5.2 pts vs 1.5x ATR5m 12.7 = 19.05; R:R 2.95 PASSED first,29544.25,29549.5,29528.75,yes(market),STOP,-5.25,-10.5,2026-09-03 21:11,2026-09-04 02:00,STOP,-5.25,-10.5,2026-09-03 21:11,2026-09-04 17:00,2026-09-03 21:08,27398,"grep -n ""MIN-SL REJECT"" /home/hoang/nofx/data/nofx_2026-09-02.log /home/hoang/nofx/data/nofx_2026-09-03.log | prices from the paired 218 R:R eval 219 line at the same second (kernel/engine_position.go:187)"
2026-09-03 21:09:03,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29544.25,29563.5,29505.75,yes(market),STOP,-19.25,-38.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-19.25,-38.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 21:09,27398,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
2026-09-03 21:12:40,decision,ASIA,S1,strict (EntryGate leg 0),day_plan.plan_mode,strict (strategies.a5b7662e config.day_plan.plan_mode='strict' ; strategies.updated_at=2026-09-01 08:13:06 CT so the KNOB predates the window - the LEG is what is new: commit c8c90dcc 2026-09-03 10:43 CT),plan_mode=strict refuses EVERY decision-path market entry regardless of citation (S1 WAS cited and matched),29546.75,29566.0,29508.25,yes(market),STOP,-19.25,-38.5,2026-09-03 21:30,2026-09-04 02:00,STOP,-19.25,-38.5,2026-09-03 21:30,2026-09-04 17:00,2026-09-03 21:12,27400,"sqlite3 ""file:/home/hoang/nofx/data/data.db?mode=ro"" ""SELECT id,datetime(timestamp,'-5 hours'),risk_check_error,decision_json FROM decision_records WHERE risk_check_error LIKE 'entry_gate%' ORDER BY timestamp"""
